r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2,model
3.45,155.22,0.00,22.86,0.00,f,3.25,155.83,4.09,22.65,0.00,b,400
3.25,138.35,0.00,10.95,0.00,f,3.77,161.77,-3.04,10.00,0.00,c,401
3.29,155.86,0.00,19.97,0.00,f,3.34,155.32,-0.11,19.63,0.00,e,402
3.40,143.76,0.00,18.28,0.00,f,3.25,137.64,-3.16,17.82,0.00,g,403
3.44,157.68,0.00,25.87,0.00,g,3.25,168.60,2.60,25.87,0.00,b,404
3.35,160.06,0.00,20.86,0.00,g,3.29,159.84,1.30,20.62,0.00,c,405
3.72,157.33,0.00,10.00,0.00,g,3.30,187.93,2.84,10.41,0.00,e,406
3.33,141.92,0.00,21.17,0.00,g,3.32,141.72,-4.75,20.86,0.00,g,407
3.37,154.81,0.00,11.41,0.00,e,3.64,180.00,-0.02,10.07,0.00,b,408
3.39,138.00,0.00,22.87,0.00,e,3.26,145.28,4.21,23.68,0.00,c,409
3.36,145.17,0.00,18.05,0.00,e,3.25,143.15,1.45,17.46,0.00,e,410
3.51,186.15,0.00,25.78,0.00,e,3.29,163.10,2.79,25.58,0.00,g,411
3.42,173.63,0.00,21.30,0.00,f,3.25,172.36,4.28,21.15,0.00,b,412
3.29,145.32,0.00,19.04,0.00,f,3.32,144.41,2.94,18.75,0.00,c,413
3.29,147.17,0.00,18.01,0.00,f,3.32,144.62,-0.04,17.72,0.00,e,414
3.25,148.05,0.00,10.22,0.00,f,3.80,177.00,1.60,10.00,0.00,g,415
3.75,141.09,0.00,10.09,0.00,g,3.29,166.72,-3.31,10.77,0.00,b,416
3.41,151.86,0.00,22.97,0.00,g,3.25,158.27,1.21,22.99,0.00,c,417
3.29,143.97,0.00,20.14,0.00,g,3.33,143.80,-1.64,19.72,0.00,e,418
3.25,171.80,0.00,30.00,0.00,g,3.50,155.73,-0.26,28.79,0.00,g,419
3.30,157.18,0.00,20.72,0.00,e,3.34,158.14,-4.69,20.70,0.00,b,420
3.31,140.40,0.00,23.10,0.00,e,3.35,143.23,4.20,22.83,0.00,c,421
3.36,138.48,0.00,17.90,0.00,e,3.25,136.11,1.43,17.45,0.00,e,422
3.39,162.30,0.00,24.49,0.00,e,3.43,144.19,2.89,24.23,0.00,g,423
3.45,169.06,0.00,27.23,0.00,f,3.33,150.34,-1.75,27.44,0.00,b,424
3.37,163.98,0.00,18.04,0.00,f,3.25,158.65,2.96,15.59,0.00,c,425
3.43,175.92,0.00,24.22,0.00,f,3.25,188.60,-0.29,24.49,0.00,e,426
3.49,177.74,0.00,22.76,0.00,f,3.35,151.73,1.37,22.14,0.00,g,427
3.25,146.52,0.00,10.44,0.00,g,3.75,173.46,-3.08,10.01,0.00,b,428
3.41,161.15,0.00,24.14,0.00,g,3.26,170.40,1.19,24.37,0.00,c,429
3.25,166.11,0.00,21.87,0.00,g,3.41,166.89,-1.70,21.59,0.00,e,430
3.28,140.46,0.00,22.83,0.00,g,3.40,141.72,-4.79,22.49,0.00,g,431
3.47,142.77,0.00,10.02,0.00,e,3.59,169.79,-0.09,10.00,0.00,b,432
3.35,155.85,0.00,17.48,0.00,e,3.30,150.82,4.44,16.99,0.00,c,433
3.30,150.63,0.00,18.41,0.00,e,3.32,148.33,1.45,18.02,0.00,e,434
3.41,177.38,0.00,15.86,0.00,e,3.25,167.88,-1.55,16.15,0.00,g,435
3.34,138.07,0.00,20.16,0.00,f,3.28,137.82,4.32,19.83,0.00,b,436
3.42,161.59,0.00,22.23,0.00,f,3.27,160.86,2.64,22.02,0.00,c,437
3.29,178.00,0.00,18.87,0.00,f,3.34,175.23,-0.07,18.95,0.00,e,438
3.35,145.29,0.00,28.58,0.00,f,3.43,133.11,1.21,27.76,0.00,g,439
3.42,163.33,0.00,25.65,0.00,g,3.37,143.65,-3.16,25.96,0.00,b,440
3.37,169.42,0.00,18.48,0.00,g,3.25,166.56,1.43,18.38,0.00,c,441
3.41,149.40,0.00,10.00,0.00,g,3.65,180.16,3.09,10.00,0.00,e,442
3.52,152.46,0.00,27.27,0.00,g,3.25,152.30,5.00,26.99,0.00,g,443
3.67,166.06,0.00,17.21,0.00,e,3.25,139.66,-0.09,16.06,0.00,b,444
3.42,158.66,0.00,21.54,0.00,e,3.25,158.53,4.25,21.40,0.00,c,445
3.60,153.12,0.00,10.00,0.00,e,3.41,181.15,-4.61,10.02,0.00,e,446
3.31,175.15,0.00,26.71,0.00,e,3.47,155.34,2.87,26.32,0.00,g,447
3.29,155.58,0.00,26.86,0.00,f,3.51,139.80,-1.61,26.55,0.00,b,448
3.37,147.64,0.00,29.49,0.00,f,3.37,135.89,-3.27,29.11,0.00,c,449
3.42,152.22,0.00,23.25,0.00,f,3.25,159.11,-0.32,23.18,0.00,e,450
3.74,159.88,0.00,10.00,0.00,f,3.29,187.09,1.28,11.43,0.00,g,451
3.64,163.51,0.00,20.18,0.00,g,3.25,138.84,-3.18,20.62,0.00,b,452
3.41,160.34,0.00,21.82,0.00,g,3.25,164.26,1.26,21.65,0.00,c,453
3.32,143.08,0.00,22.01,0.00,g,3.32,147.26,-1.71,21.78,0.00,e,454
3.33,165.73,0.00,29.63,0.00,g,3.43,150.34,-0.29,28.58,0.00,g,455
3.37,130.38,0.00,19.31,0.00,e,3.25,129.06,-4.68,19.10,0.00,b,456
3.25,146.66,0.00,28.35,0.00,e,3.51,133.93,-1.68,29.00,0.00,c,457
3.27,160.23,0.00,22.08,0.00,e,3.40,161.84,1.30,22.01,0.00,e,458
3.50,147.81,0.00,29.99,0.00,e,3.25,137.81,2.57,29.99,0.00,g,459
3.25,149.02,0.00,28.16,0.00,f,3.54,135.03,-1.73,28.61,0.00,b,460
3.34,145.65,0.00,22.73,0.00,f,3.34,147.40,2.66,22.49,0.00,c,461
3.25,163.77,0.00,17.36,0.00,f,3.40,157.04,-0.02,16.79,0.00,e,462
3.39,148.89,0.00,30.00,0.00,f,3.35,138.74,1.21,30.00,0.00,g,463
3.33,160.11,0.00,30.00,0.00,g,3.42,146.63,-3.33,30.00,0.00,b,464
3.28,145.39,0.00,21.54,0.00,g,3.36,146.93,1.32,21.17,0.00,c,465
3.42,154.73,0.00,18.40,0.00,g,3.25,148.46,-1.65,17.57,0.00,e,466
3.42,170.33,0.00,28.11,0.00,g,3.39,151.12,-0.29,26.19,0.00,g,467
3.25,143.92,0.00,10.00,0.00,e,3.78,170.40,0.08,10.00,0.00,b,468
3.43,153.50,0.00,22.73,0.00,e,3.25,156.14,4.14,22.85,0.00,c,469
3.33,158.59,0.00,20.39,0.00,e,3.31,158.68,1.35,19.98,0.00,e,470
3.41,149.56,0.00,23.74,0.00,e,3.25,159.87,-1.82,24.39,0.00,g,471
3.25,144.10,0.00,22.38,0.00,f,3.43,144.71,4.24,22.01,0.00,b,472
3.30,148.66,0.00,20.27,0.00,f,3.32,148.84,2.87,20.01,0.00,c,473
3.28,138.97,0.00,19.10,0.00,f,3.37,135.65,-0.15,18.74,0.00,e,474
3.33,147.44,0.00,24.21,0.00,f,3.37,151.10,-3.41,23.95,0.00,g,475
3.44,147.17,0.00,19.86,0.00,g,3.25,143.25,2.74,19.26,0.00,b,476
3.34,165.50,0.00,21.09,0.00,g,3.30,166.57,1.31,20.95,0.00,c,477
3.25,151.58,0.00,24.12,0.00,g,3.43,156.64,-1.78,23.84,0.00,e,478
3.50,154.89,0.00,25.15,0.00,g,3.32,136.28,-0.19,23.28,0.00,g,479
3.46,175.90,0.00,25.79,0.00,e,3.34,153.68,-0.21,26.29,0.00,b,480
3.32,152.73,0.00,19.15,0.00,e,3.30,151.13,4.41,18.87,0.00,c,481
3.41,154.79,0.00,18.96,0.00,e,3.25,149.95,1.33,18.27,0.00,e,482
3.49,155.72,0.00,30.00,0.00,e,3.25,144.64,2.67,29.92,0.00,g,483
3.46,150.10,0.00,10.01,0.00,f,3.55,176.21,-1.63,10.02,0.00,b,484
3.40,169.64,0.00,19.82,0.00,f,3.25,167.09,2.84,19.63,0.00,c,485
3.73,136.57,0.00,10.00,0.00,f,3.32,158.48,4.15,10.80,0.00,e,486
3.26,158.46,0.00,24.20,0.00,f,3.57,139.41,1.40,24.12,0.00,g,487
3.25,156.89,0.00,19.22,0.00,g,3.40,154.08,2.92,18.88,0.00,b,488
3.34,147.75,0.00,17.44,0.00,g,3.26,144.61,1.47,16.98,0.00,c,489
3.42,138.60,0.00,20.73,0.00,g,3.25,136.47,-1.79,20.11,0.00,e,490
3.26,162.36,0.00,30.00,0.00,g,3.49,149.37,-0.28,30.00,0.00,g,491
3.45,156.67,0.00,30.00,0.00,e,3.29,144.56,-0.34,29.99,0.00,b,492
3.34,153.06,0.00,21.05,0.00,e,3.31,153.33,4.31,20.88,0.00,c,493
3.42,158.39,0.00,20.66,0.00,e,3.25,155.82,1.28,19.68,0.00,e,494
3.32,181.59,0.00,25.71,0.00,e,3.49,158.89,2.79,26.79,0.00,g,495
3.31,151.48,0.00,24.43,0.00,f,3.36,159.83,4.23,24.32,0.00,b,496
3.40,159.82,0.00,21.36,0.00,f,3.25,160.00,2.77,21.04,0.00,c,497
3.43,149.73,0.00,24.67,0.00,f,3.25,160.74,-0.35,24.91,0.00,e,498
3.31,145.19,0.00,18.05,0.00,f,3.29,143.02,-3.05,17.76,0.00,g,499
3.31,155.08,0.00,21.13,0.00,g,3.33,155.89,2.82,20.80,0.00,b,500
3.28,138.96,0.00,19.47,0.00,g,3.33,138.62,1.41,19.16,0.00,c,501
3.32,154.85,0.00,22.54,0.00,g,3.37,155.63,-1.82,22.15,0.00,e,502
3.41,160.14,0.00,25.70,0.00,g,3.38,142.41,-0.18,25.32,0.00,g,503
3.63,143.52,0.00,10.17,0.00,e,3.40,166.43,-0.21,10.49,0.00,b,504
3.43,160.36,0.00,20.72,0.00,e,3.25,157.98,4.23,20.62,0.00,c,505
3.31,159.17,0.00,19.63,0.00,e,3.34,156.78,1.36,19.39,0.00,e,506
3.38,137.87,0.00,21.75,0.00,e,3.25,141.62,-1.78,21.87,0.00,g,507
3.47,137.48,0.00,10.00,0.00,f,3.56,160.78,-1.60,10.00,0.00,b,508
3.46,158.49,0.00,22.12,0.00,f,3.25,156.48,2.60,21.81,0.00,c,509
3.33,150.41,0.00,21.92,0.00,f,3.31,153.86,-0.22,21.62,0.00,e,510
3.45,152.35,0.00,10.00,0.00,f,3.56,175.19,1.43,10.00,0.00,g,511
3.41,147.64,0.00,21.15,0.00,g,3.25,147.27,2.75,20.70,0.00,b,512
3.52,154.87,0.00,10.00,0.00,g,3.49,183.35,-4.58,10.01,0.00,c,513
3.29,163.10,0.00,21.23,0.00,g,3.39,161.21,-1.76,20.81,0.00,e,514
3.25,151.19,0.00,10.01,0.00,g,3.75,175.86,0.07,10.00,0.00,g,515
3.45,149.06,0.00,10.00,0.00,e,3.56,173.97,-0.03,10.00,0.00,b,516
3.34,149.54,0.00,23.30,0.00,e,3.32,155.92,4.26,23.23,0.00,c,517
3.33,147.57,0.00,19.96,0.00,e,3.29,147.90,1.37,19.70,0.00,e,518
3.77,141.09,0.00,10.17,0.00,e,3.25,158.85,2.66,11.22,0.00,g,519
3.28,181.14,0.00,20.94,0.00,f,3.37,182.83,4.38,21.17,0.00,b,520
3.37,148.74,0.00,21.52,0.00,f,3.26,151.78,2.79,21.24,0.00,c,521
3.36,152.50,0.00,18.15,0.00,f,3.25,149.70,-0.06,17.62,0.00,e,522
3.33,135.58,0.00,26.57,0.00,f,3.46,123.46,1.38,25.36,0.00,g,523
3.26,150.20,0.00,27.85,0.00,g,3.52,135.07,-3.21,28.15,0.00,b,524
3.33,158.85,0.00,22.93,0.00,g,3.34,161.80,1.21,22.72,0.00,c,525
3.44,140.61,0.00,22.32,0.00,g,3.25,139.73,-1.90,21.79,0.00,e,526
3.47,141.74,0.00,10.00,0.00,g,3.54,161.99,-0.08,10.00,0.00,g,527
3.36,157.76,0.00,26.34,0.00,e,3.42,140.67,-0.18,26.48,0.00,b,528
3.25,154.55,0.00,25.84,0.00,e,3.58,136.93,-1.69,27.09,0.00,c,529
3.41,146.30,0.00,23.73,0.00,e,3.25,152.30,1.14,24.10,0.00,e,530
3.46,151.23,0.00,28.63,0.00,e,3.29,139.66,2.70,29.33,0.00,g,531
3.41,156.20,0.00,20.80,0.00,f,3.25,155.12,4.26,20.43,0.00,b,532
3.58,170.76,0.00,25.20,0.00,f,3.25,147.77,-3.28,24.77,0.00,c,533
3.37,143.23,0.00,20.00,0.00,f,3.25,142.64,-0.18,19.64,0.00,e,534
3.34,165.11,0.00,22.93,0.00,f,3.33,170.66,-3.26,22.87,0.00,g,535
3.25,158.60,0.00,21.55,0.00,g,3.41,159.17,2.84,21.22,0.00,b,536
3.44,145.70,0.00,24.12,0.00,g,3.25,149.04,1.00,23.87,0.00,c,537
3.38,148.39,0.00,22.34,0.00,g,3.26,153.30,-1.77,22.23,0.00,e,538
3.57,177.17,0.00,25.27,0.00,g,3.25,153.81,-0.24,23.43,0.00,g,539
3.30,166.96,0.00,16.94,0.00,e,3.41,156.90,-4.62,16.25,0.00,b,540
3.28,145.75,0.00,17.97,0.00,e,3.37,141.91,4.44,17.84,0.00,c,541
3.37,131.87,0.00,21.32,0.00,e,3.26,133.49,1.24,21.21,0.00,e,542
3.26,138.02,0.00,25.04,0.00,e,3.41,146.83,-1.78,24.91,0.00,g,543
3.46,152.34,0.00,25.06,0.00,f,3.25,159.42,4.03,25.00,0.00,b,544
3.25,153.66,0.00,10.05,0.00,f,3.75,181.91,-2.98,10.00,0.00,c,545
3.51,146.00,0.00,29.21,0.00,f,3.25,133.83,4.20,27.57,0.00,e,546
3.72,146.19,0.00,10.00,0.00,f,3.32,173.02,1.27,10.32,0.00,g,547
3.26,157.36,0.00,21.38,0.00,g,3.45,154.75,2.72,20.97,0.00,b,548
3.25,141.17,0.00,21.03,0.00,g,3.39,141.95,1.36,20.59,0.00,c,549
3.43,159.56,0.00,24.36,0.00,g,3.25,168.94,-1.87,24.42,0.00,e,550
3.48,131.74,0.00,27.41,0.00,g,3.30,121.34,-0.28,27.13,0.00,g,551
3.45,167.76,0.00,30.00,0.00,e,3.28,154.07,-0.34,30.00,0.00,b,552
3.25,138.68,0.00,16.81,0.00,e,3.40,134.20,4.49,16.45,0.00,c,553
3.28,154.21,0.00,21.48,0.00,e,3.37,155.54,1.32,21.24,0.00,e,554
3.42,139.93,0.00,20.89,0.00,e,3.25,138.30,-1.84,20.69,0.00,g,555
3.25,158.44,0.00,27.80,0.00,f,3.52,142.28,-1.75,28.86,0.00,b,556
3.42,167.75,0.00,23.32,0.00,f,3.25,173.44,2.70,23.30,0.00,c,557
3.32,147.76,0.00,21.08,0.00,f,3.31,150.27,-0.17,20.81,0.00,e,558
3.55,165.18,0.00,26.94,0.00,f,3.25,146.20,1.22,25.94,0.00,g,559
3.44,162.48,0.00,22.38,0.00,g,3.25,161.60,2.64,21.99,0.00,b,560
3.41,153.39,0.00,23.57,0.00,g,3.25,160.42,1.18,23.63,0.00,c,561
3.26,140.06,0.00,18.78,0.00,g,3.35,138.74,-1.56,18.36,0.00,e,562
3.25,158.52,0.00,24.30,0.00,g,3.57,140.16,-0.04,24.13,0.00,g,563
3.49,153.91,0.00,22.35,0.00,e,3.34,133.77,-0.15,22.97,0.00,b,564
3.26,171.04,0.00,21.59,0.00,e,3.40,171.85,4.35,21.55,0.00,c,565
3.37,151.03,0.00,21.14,0.00,e,3.26,155.56,1.31,21.17,0.00,e,566
3.26,147.80,0.00,20.88,0.00,e,3.38,148.30,-1.66,20.65,0.00,g,567
3.45,148.96,0.00,23.88,0.00,f,3.25,152.45,4.03,23.56,0.00,b,568
3.27,148.98,0.00,20.44,0.00,f,3.35,149.54,2.88,20.18,0.00,c,569
3.35,121.04,0.00,18.37,0.00,f,3.25,119.79,-0.12,18.24,0.00,e,570
3.47,175.08,0.00,30.00,0.00,f,3.27,160.56,1.08,29.99,0.00,g,571
3.32,139.97,0.00,19.63,0.00,g,3.28,139.69,2.88,19.24,0.00,b,572
3.26,164.76,0.00,17.65,0.00,g,3.37,160.63,1.51,17.35,0.00,c,573
3.38,133.43,0.00,20.59,0.00,g,3.26,133.05,-1.73,20.22,0.00,e,574
3.35,152.98,0.00,28.40,0.00,g,3.43,139.28,-0.25,27.93,0.00,g,575
3.59,165.99,0.00,22.91,0.00,e,3.25,142.61,-0.22,22.59,0.00,b,576
3.25,156.13,0.00,28.76,0.00,e,3.52,142.14,-1.75,29.23,0.00,c,577
3.36,148.99,0.00,20.47,0.00,e,3.26,152.16,1.34,20.43,0.00,e,578
3.38,131.04,0.00,23.28,0.00,e,3.26,138.22,-1.82,23.67,0.00,g,579
3.46,140.65,0.00,21.08,0.00,f,3.25,137.48,4.12,20.49,0.00,b,580
3.29,135.54,0.00,23.27,0.00,f,3.39,137.84,2.68,22.97,0.00,c,581
3.25,142.25,0.00,20.49,0.00,f,3.37,142.83,-0.12,20.12,0.00,e,582
3.25,165.76,0.00,29.11,0.00,f,3.56,149.34,1.19,28.62,0.00,g,583
3.44,167.42,0.00,25.99,0.00,g,3.38,146.66,-3.17,26.08,0.00,b,584
3.32,142.49,0.00,20.07,0.00,g,3.32,141.32,1.33,19.75,0.00,c,585
3.60,154.08,0.00,10.00,0.00,g,3.45,186.06,2.94,10.00,0.00,e,586
3.54,147.33,0.00,26.49,0.00,g,3.25,131.98,-0.27,25.86,0.00,g,587
3.53,152.41,0.00,30.00,0.00,e,3.25,137.67,-0.52,30.00,0.00,b,588
3.62,153.15,0.00,10.00,0.00,e,3.39,178.54,-1.61,10.01,0.00,c,589
3.34,161.74,0.00,19.81,0.00,e,3.32,158.60,1.34,19.35,0.00,e,590
3.60,152.24,0.00,10.00,0.00,e,3.41,176.63,2.85,10.09,0.00,g,591
3.25,155.02,0.00,10.00,0.00,f,3.78,186.45,-1.41,10.01,0.00,b,592
3.45,125.05,0.00,19.71,0.00,f,3.25,121.49,2.68,19.29,0.00,c,593
3.35,177.70,0.00,27.37,0.00,f,3.45,156.65,4.32,26.58,0.00,e,594
3.40,148.24,0.00,27.99,0.00,f,3.36,136.51,1.24,27.94,0.00,g,595
3.32,142.95,0.00,10.10,0.00,g,3.69,166.72,-3.06,10.01,0.00,b,596
3.42,131.52,0.00,23.51,0.00,g,3.25,137.62,1.11,23.45,0.00,c,597
3.25,126.28,0.00,22.40,0.00,g,3.42,127.01,-1.77,22.13,0.00,e,598
3.36,167.81,0.00,21.92,0.00,g,3.32,167.75,-4.82,21.77,0.00,g,599
